delivery_partner_id,partner_name,vehicle_type,employment_type,avg_rating,is_active
DP06734,Ravi A,Bike,Contract,3.84,Y
DP10401,Ananya V,Scooter,Part-time,4.25,N
DP06936,Rahul W,Cycle,Part-time,4.25,Y
DP08926,Amit W,Bike,Contract,4.48,Y
DP02929,Ravi R,Cycle,Full-time,4.23,Y
DP09642,Amit Z,Bike,Part-time,4.41,Y
DP02230,Shreya K,Cycle,Full-time,4.57,Y
DP08821,Neha L,Bike,Contract,3.84,N
DP14467,Amit V,Bike,Full-time,4.23,N
DP13116,Divya R,Scooter,Full-time,4.11,Y
DP05265,Deepak C,Scooter,Full-time,4.23,Y
DP14299,Manoj U,Bike,Full-time,4.2,Y
DP08712,Ravi H,Bike,Contract,4.27,Y
DP12316,Amit I,Cycle,Part-time,4.44,Y
DP07394,Shreya U,Scooter,Full-time,3.64,N
DP05645,Pooja S,Scooter,Part-time,4.04,Y
DP00957,Divya R,Bike,Full-time,4.01,Y
DP02291,Deepak O,Bike,Full-time,3.57,Y
DP03615,Pooja H,Bike,Full-time,4.34,Y
DP06565,Nikhil X,Scooter,Part-time,4.17,Y
DP04729,Priya R,Scooter,Part-time,3.88,Y
DP07957,Divya Y,Bike,Full-time,3.88,Y
DP06219,Pooja G,Scooter,Contract,4.6,N
DP08283,Ravi B,Scooter,Full-time,4.15,Y
DP00413,Vikas M,Scooter,Full-time,4.01,Y
DP00283,Priya Q,Cycle,Part-time,4.37,N
DP12135,Santosh I,Scooter,Full-time,4.21,Y
DP04726,Vikas O,Car,Full-time,3.92,N
DP08199,Priya C,Scooter,Full-time,3.97,Y
DP10552,Deepak M,Bike,Part-time,4.02,N
DP06635,Sneha S,Bike,Part-time,4.48,Y
DP05941,Vikas F,Scooter,Part-time,4.11,Y
DP06534,Amit J,Scooter,Contract,4.43,Y
DP01555,Shreya F,Scooter,Full-time,4.34,Y
DP12651,Amit J,Bike,Full-time,3.96,Y
DP14404,Ravi H,Bike,Full-time,4.51,Y
DP05110,Pooja L,Cycle,Full-time,4.22,Y
DP09021,Arjun O,Bike,Contract,4.03,Y
DP06120,Ananya R,Cycle,Part-time,4.04,Y
DP00963,Divya D,Scooter,Full-time,4.48,Y
DP11846,Arjun Q,Scooter,Contract,4.27,Y
DP10153,Deepak U,Bike,Contract,4.89,Y
DP13336,Neha F,Scooter,Full-time,4.12,Y
DP12098,Nikhil D,Cycle,Full-time,3.78,Y
DP12796,Sneha W,Scooter,Full-time,4.25,N
DP13599,Divya S,Scooter,Full-time,4.66,Y
DP03038,Ananya L,Scooter,Contract,3.45,Y
DP03896,Divya M,Bike,Contract,4.6,N
DP09057,Vikas M,Bike,Full-time,4.1,Y
DP11310,Ananya E,Scooter,Contract,3.92,Y
DP02632,Vikas S,Scooter,Part-time,3.67,Y
DP09712,Deepak P,Cycle,Full-time,4.68,Y
DP07936,Ananya G,Cycle,Part-time,3.94,Y
DP01806,Neha G,Bike,Part-time,3.91,N
DP12064,Rahul I,Bike,Full-time,4.33,Y
DP00008,Rakesh R,Bike,Full-time,4.65,Y
DP10540,Ananya Z,Scooter,Contract,3.85,Y
DP08220,Arjun J,Bike,Part-time,4.35,Y
DP00933,Nikhil I,Bike,Part-time,4.67,Y
DP04628,Meena Z,Scooter,Full-time,3.91,Y
DP04622,Neha Y,Scooter,Contract,3.83,Y
DP10356,Rahul V,Scooter,Full-time,4.16,Y
DP07463,Neha I,Scooter,Full-time,4.1,Y
DP08053,Arjun Q,Scooter,Part-time,4.64,N
DP02541,Meena L,Scooter,Contract,4.14,Y
DP11487,Meena C,Bike,Full-time,4.5,Y
DP03235,Vikas A,Cycle,Part-time,4.62,N
DP01188,Vikas Z,Cycle,Full-time,4.33,N
DP07318,Santosh Z,Scooter,Full-time,4.23,Y
DP03411,Shreya F,Car,Full-time,3.76,Y
DP10351,Santosh I,Cycle,Full-time,4.52,Y
DP12717,Divya V,Cycle,Full-time,4.3,N
DP12502,Santosh O,Bike,Full-time,4.37,Y
DP05378,Deepak V,Car,Contract,3.71,Y
DP02721,Deepak O,Bike,Part-time,4.1,Y
DP13798,Sneha S,Scooter,Full-time,4.19,Y
DP01393,Pooja U,Scooter,Part-time,4.21,Y
DP13990,Priya C,Bike,Part-time,4.36,Y
DP02184,Suresh I,Cycle,Part-time,4.35,Y
DP09320,Meena K,Scooter,Full-time,3.96,Y
DP10361,Ravi M,Cycle,Contract,4.5,N
DP10847,Sneha J,Bike,Full-time,4.23,Y
DP03429,Rakesh A,Cycle,Part-time,4.4,N
DP01865,Amit K,Bike,Part-time,4.26,Y
DP12251,Shreya J,Scooter,Part-time,4.46,Y
DP12912,Nikhil Y,Bike,Full-time,4.77,N
DP05646,Pooja A,Cycle,Full-time,4.86,N
DP02794,Pooja M,Bike,Part-time,4.41,Y
DP02464,Deepak W,Bike,Contract,4.21,N
DP11433,Santosh N,Scooter,Full-time,4.17,Y
DP07390,Ravi P,Bike,Full-time,4.26,Y
DP14540,Divya H,Bike,Contract,4.41,Y
DP08310,Meena L,Scooter,Full-time,4.39,Y
DP05686,Deepak S,Cycle,Contract,4.26,Y
DP14471,Deepak I,Bike,Contract,4.01,Y
DP00541,Suresh T,Scooter,Full-time,4.1,Y
DP03154,Divya G,Scooter,Part-time,4.33,Y
DP02307,Priya H,Bike,Full-time,4.1,N
DP01394,Santosh I,Bike,Full-time,4.1,Y
DP12437,Deepak T,Scooter,Part-time,4.62,Y
DP11143,Arjun K,Bike,Contract,4.09,Y
DP14900,Sneha X,Cycle,Contract,4.4,Y
DP04928,Ravi X,Car,Part-time,3.92,Y
DP02168,Priya G,Bike,Full-time,4.17,Y
DP08116,Meena J,Bike,Contract,4.44,Y
DP11573,Nikhil I,Scooter,Full-time,4.67,Y
DP01594,Priya H,Bike,Full-time,4.44,Y
DP06846,Suresh T,Scooter,Contract,4.45,Y
DP12364,Vikas O,Car,Contract,4.14,Y
DP00031,Ravi J,Scooter,Part-time,3.96,Y
DP11117,Nikhil A,Bike,Full-time,4.38,Y
DP04312,Santosh U,Scooter,Contract,4.17,Y
DP01963,Pooja V,Bike,Contract,3.8,Y
DP05209,Nikhil S,Scooter,Full-time,4.07,Y
DP02498,Manoj H,Bike,Full-time,4.27,Y
DP00432,Divya N,Cycle,Full-time,3.67,Y
DP04011,Kiran T,Bike,Full-time,4.55,Y
DP03622,Meena P,Bike,Part-time,3.82,Y
DP04059,Manoj G,Scooter,Contract,3.74,Y
DP03398,Ananya K,Bike,Part-time,4.28,Y
DP13626,Amit L,Bike,Contract,4.03,Y
DP04068,Neha R,Bike,Contract,4.36,Y
DP06215,Meena L,Scooter,Part-time,4.03,Y
DP02515,Divya A,Car,Part-time,4.35,Y
DP00776,Ravi T,Scooter,Contract,4.04,Y
DP05848,Vikas B,Scooter,Full-time,4.03,Y
DP08001,Divya D,Scooter,Contract,3.77,Y
DP10143,Deepak J,Bike,Contract,4.25,Y
DP08954,Pooja M,Cycle,Part-time,4.28,Y
DP10275,Neha F,Cycle,Full-time,4.35,Y
DP03288,Priya R,Bike,Full-time,4.26,Y
DP04586,Meena Z,Cycle,Contract,4.1,Y
DP02598,Santosh P,Bike,Contract,4.17,Y
DP06654,Manoj K,Scooter,Full-time,4.31,Y
DP09914,Nikhil A,Scooter,Contract,4.13,Y
DP07480,Pooja E,Bike,Full-time,3.75,Y
DP05021,Nikhil F,Scooter,Part-time,4.25,Y
DP04788,Meena C,Bike,Part-time,4.08,Y
DP03361,Nikhil O,Bike,Full-time,4.27,Y
DP06587,Santosh Z,Cycle,Full-time,4.31,Y
DP01479,Neha R,Car,Full-time,3.8,Y
DP10316,Rahul L,Scooter,Full-time,4.12,Y
DP00168,Deepak C,Scooter,Part-time,4.2,Y
DP02668,Priya D,Cycle,Full-time,3.94,Y
DP01361,Priya Q,Scooter,Part-time,4.29,Y
DP02043,Amit S,Bike,Part-time,4.23,Y
DP10129,Amit Z,Cycle,Full-time,4.17,Y
DP08423,Divya H,Scooter,Part-time,4.27,Y
DP07963,Amit H,Bike,Full-time,4.07,Y
DP03962,Vikas G,Bike,Full-time,3.98,Y
DP04244,Priya D,Scooter,Contract,3.71,Y
DP09447,Neha P,Scooter,Contract,4.29,Y
DP07539,Arjun W,Bike,Contract,3.73,Y
DP03474,Priya Q,Bike,Part-time,4.05,Y
DP09367,Ravi P,Bike,Full-time,4.46,Y
DP13842,Amit B,Bike,Part-time,3.89,Y
DP00002,Amit D,Cycle,Part-time,4.22,Y
DP12726,Ravi G,Scooter,Full-time,4.07,N
DP08957,Santosh P,Bike,Full-time,4.59,Y
DP00604,Amit I,Cycle,Full-time,3.88,Y
DP05492,Arjun V,Cycle,Contract,4.33,Y
DP02838,Ananya T,Bike,Full-time,3.72,Y
DP14509,Sneha W,Scooter,Part-time,4.53,Y
DP10686,Suresh P,Cycle,Full-time,4.5,N
DP10898,Deepak T,Scooter,Full-time,4.34,Y
DP03595,Ravi W,Bike,Full-time,4.28,Y
DP00274,Sneha A,Bike,Contract,4.6,Y
DP05164,Ravi W,Cycle,Full-time,4.09,Y
DP12795,Suresh Z,Car,Part-time,4.26,Y
DP11706,Santosh V,Scooter,Full-time,4.27,Y
DP05267,Shreya P,Scooter,Part-time,4.74,Y
DP13392,Kiran I,Scooter,Part-time,4.06,N
DP01314,Shreya A,Bike,Contract,3.62,Y
DP05473,Ananya V,Bike,Contract,4.05,Y
DP14878,Divya L,Scooter,Full-time,4.55,Y
DP11678,Deepak Y,Scooter,Full-time,3.86,Y
DP08741,Ravi A,Scooter,Part-time,4.08,Y
DP05677,Santosh L,Bike,Full-time,4.16,Y
DP11041,Suresh D,Bike,Full-time,3.99,Y
DP02129,Shreya H,Cycle,Full-time,4.66,N
DP06280,Neha O,Cycle,Part-time,4.09,Y
DP14195,Kiran W,Bike,Part-time,4.47,N
DP06620,Vikas Z,Bike,Full-time,4,Y
DP08178,Rakesh C,Bike,Contract,4.38,N
DP09385,Neha Y,Scooter,Part-time,4.37,Y
DP05770,Amit W,Bike,Full-time,4.46,N
DP12171,Divya H,Bike,Part-time,4.65,Y
DP13993,Manoj T,Bike,Full-time,4.41,Y
DP06244,Arjun T,Bike,Part-time,3.49,Y
DP03920,Ravi E,Bike,Contract,3.89,Y
DP03636,Arjun E,Cycle,Full-time,3.85,Y
DP10048,Santosh D,Cycle,Full-time,4.49,N
DP01583,Pooja K,Bike,Full-time,4.56,Y
DP13129,Manoj B,Cycle,Full-time,4.52,N
DP02875,Santosh H,Bike,Contract,4.24,Y
DP01257,Neha G,Car,Full-time,4.36,N
DP08510,Rakesh H,Scooter,Part-time,3.75,Y
DP02254,Rahul U,Bike,Contract,4.1,Y
DP00042,Ravi R,Scooter,Full-time,4.05,Y
DP11124,Ananya H,Bike,Part-time,4.44,Y
DP12770,Amit K,Bike,Full-time,3.85,Y
DP11165,Pooja C,Scooter,Contract,3.91,Y
DP04565,Meena H,Bike,Full-time,4.01,Y
DP10297,Arjun B,Scooter,Full-time,3.79,N
DP08061,Divya W,Scooter,Contract,4.09,Y
DP07752,Nikhil G,Bike,Full-time,4.37,Y
DP08366,Pooja G,Scooter,Contract,4.55,Y
DP13176,Vikas Y,Bike,Full-time,3.76,Y
DP07425,Neha A,Bike,Full-time,4.22,Y
DP10033,Neha Y,Scooter,Full-time,4.21,Y
DP00427,Santosh Z,Scooter,Full-time,4.32,Y
DP14812,Manoj E,Bike,Full-time,4.37,Y
DP13511,Nikhil B,Bike,Contract,4.27,Y
DP13928,Manoj Y,Scooter,Full-time,4.44,Y
DP00885,Kiran G,Cycle,Full-time,3.85,N
DP05530,Divya I,Scooter,Full-time,3.86,Y
DP14317,Neha I,Scooter,Full-time,4.37,Y
DP08561,Manoj A,Scooter,Part-time,3.99,Y
DP12775,Vikas T,Scooter,Part-time,4.61,Y
DP13546,Priya F,Car,Full-time,3.75,Y
DP01337,Ananya X,Scooter,Contract,4.14,Y
DP01427,Ravi T,Cycle,Part-time,4,Y
DP10128,Meena E,Scooter,Full-time,4.47,Y
DP03029,Arjun K,Bike,Contract,5,Y
DP01954,Santosh N,Bike,Part-time,4.6,Y
DP01098,Rakesh B,Car,Part-time,4.33,Y
DP07294,Rahul A,Scooter,Full-time,4.73,Y
DP08029,Manoj G,Bike,Full-time,3.91,Y
DP07369,Meena Z,Scooter,Contract,4.26,Y
DP02705,Ananya D,Car,Full-time,4.23,Y
DP06941,Ananya S,Bike,Part-time,4.38,Y
DP03160,Kiran X,Bike,Contract,3.95,Y
DP02270,Divya V,Scooter,Part-time,4.03,Y
DP09518,Arjun D,Car,Contract,3.5,Y
DP09742,Arjun X,Car,Part-time,4.21,Y
DP06965,Sneha R,Scooter,Part-time,4.6,Y
DP10364,Nikhil H,Scooter,Full-time,4.28,Y
DP09509,Ananya T,Scooter,Contract,4.47,Y
DP05564,Divya W,Bike,Contract,4.45,Y
DP05364,Suresh S,Scooter,Contract,3.92,Y
DP02121,Suresh Q,Scooter,Full-time,4,Y
DP05991,Suresh F,Scooter,Full-time,4.51,Y
DP10442,Shreya W,Bike,Part-time,4.59,Y
DP10978,Priya L,Bike,Full-time,4.19,Y
DP00697,Divya J,Bike,Full-time,4.42,Y
DP12841,Deepak A,Scooter,Full-time,4.02,Y
DP05126,Pooja S,Scooter,Full-time,3.87,Y
DP13963,Rakesh O,Scooter,Contract,4.01,Y
DP08774,Neha G,Cycle,Part-time,3.95,Y
DP10694,Rahul Y,Bike,Part-time,4.21,Y
DP01634,Suresh R,Bike,Full-time,4.19,Y
DP10339,Priya H,Cycle,Part-time,4.62,Y
DP06666,Ananya Q,Scooter,Full-time,4.09,Y
DP11128,Meena T,Bike,Full-time,4.1,Y
DP09111,Priya Z,Scooter,Part-time,4.37,Y
DP09967,Rakesh A,Bike,Full-time,4.12,Y
DP12980,Rahul U,Bike,Full-time,4.1,Y
DP11323,Sneha K,Bike,Full-time,4.64,Y
DP13468,Santosh T,Scooter,Part-time,4.48,Y
DP07053,Amit K,Scooter,Full-time,3.97,N
DP02303,Amit O,Scooter,Full-time,3.76,Y
DP12346,Meena R,Cycle,Full-time,4.25,Y
DP01614,Shreya N,Scooter,Part-time,4.89,Y
DP01222,Ananya J,Cycle,Full-time,3.61,Y
DP07528,Kiran H,Bike,Contract,4.14,Y
DP00374,Rahul B,Bike,Full-time,4.46,Y
DP12386,Vikas W,Bike,Part-time,3.83,N
DP02144,Manoj Y,Cycle,Full-time,3.94,Y
DP13722,Vikas J,Bike,Full-time,3.87,Y
DP07079,Santosh U,Bike,Full-time,3.9,N
DP11401,Divya H,Bike,Full-time,3.99,Y
DP09324,Rahul C,Scooter,Full-time,4.24,N
DP04566,Ananya C,Scooter,Part-time,4.18,Y
DP03839,Arjun H,Cycle,Full-time,4.56,Y
DP07554,Meena K,Bike,Part-time,3.82,N
DP09297,Amit R,Cycle,Full-time,4.02,Y
DP05291,Ananya R,Cycle,Contract,3.83,Y
DP08410,Amit P,Bike,Part-time,4.49,Y
DP05833,Sneha G,Cycle,Full-time,4.36,N
DP04581,Ananya R,Scooter,Full-time,4.05,Y
DP06991,Vikas Z,Bike,Full-time,4.51,Y
DP08551,Shreya M,Scooter,Contract,3.98,Y
DP14429,Vikas Q,Scooter,Full-time,3.97,Y
DP10167,Nikhil R,Bike,Full-time,4.76,Y
DP09547,Pooja V,Cycle,Part-time,3.92,Y
DP06047,Ananya H,Scooter,Full-time,4.34,Y
DP00377,Priya M,Scooter,Part-time,4.69,Y
DP08174,Manoj S,Scooter,Full-time,4.05,Y
DP04851,Kiran J,Scooter,Part-time,4.55,Y
DP10581,Ananya Y,Scooter,Full-time,3.55,Y
DP03690,Nikhil F,Bike,Part-time,4.47,Y
DP06631,Amit W,Bike,Part-time,4.69,Y
DP08901,Priya N,Cycle,Full-time,3.98,Y
DP07955,Deepak T,Scooter,Full-time,4.08,Y
DP04916,Ananya C,Car,Part-time,4.08,Y
DP03207,Ravi F,Scooter,Part-time,4.26,Y
DP05649,Manoj F,Car,Contract,4.49,Y
DP12693,Nikhil N,Cycle,Full-time,3.78,N
DP08678,Ravi J,Bike,Contract,4.45,Y
DP01550,Santosh L,Scooter,Full-time,4.33,Y
DP10232,Arjun A,Scooter,Full-time,4.16,Y
DP01704,Neha K,Car,Part-time,4.23,Y
DP14401,Kiran T,Scooter,Full-time,4.21,Y
DP08770,Divya A,Scooter,Full-time,4.3,Y
DP14170,Ravi X,Car,Full-time,4.24,Y
DP01696,Manoj S,Cycle,Full-time,3.8,Y
DP05850,Nikhil S,Scooter,Part-time,3.8,Y
DP08666,Suresh K,Cycle,Part-time,4.39,Y
DP09433,Meena F,Scooter,Part-time,4.1,Y
DP08098,Divya G,Scooter,Full-time,4.16,Y
DP12419,Ananya G,Bike,Full-time,4.72,Y
DP13637,Shreya D,Scooter,Full-time,3.88,Y
DP02210,Ananya R,Cycle,Part-time,4.09,Y
DP07526,Sneha Q,Scooter,Full-time,3.89,Y
DP13549,Santosh I,Scooter,Full-time,4.32,Y
DP00689,Manoj S,Bike,Part-time,3.73,Y
DP06271,Divya F,Bike,Full-time,4.19,Y
DP02088,Kiran C,Bike,Part-time,4.41,Y
DP07653,Arjun O,Bike,Part-time,3.94,Y
DP04942,Santosh S,Bike,Part-time,4.1,Y
DP13092,Shreya U,Scooter,Part-time,3.58,N
DP00285,Neha M,Bike,Full-time,4.45,Y
DP12794,Sneha L,Bike,Part-time,3.96,Y
DP05554,Rahul C,Scooter,Part-time,4.36,Y
DP10221,Ananya H,Scooter,Full-time,3.95,N
DP11020,Shreya Y,Scooter,Contract,3.96,Y
DP11233,Nikhil H,Scooter,Contract,4.36,Y
DP05379,Nikhil U,Bike,Contract,4.75,Y
DP08758,Arjun S,Scooter,Part-time,4.03,Y
DP02007,Neha H,Scooter,Part-time,3.28,N
DP13184,Priya F,Scooter,Full-time,4.1,Y
DP05959,Divya S,Car,Contract,4,Y
DP09201,Meena V,Scooter,Full-time,4.43,Y
DP01252,Amit V,Scooter,Full-time,4.27,Y
DP14152,Suresh J,Bike,Part-time,4.71,Y
DP00262,Shreya O,Bike,Part-time,4.08,N
DP03537,Rakesh I,Scooter,Full-time,4.13,N
DP12865,Ravi Y,Scooter,Full-time,4.06,N
DP01059,Nikhil Y,Cycle,Full-time,4.1,Y
DP06806,Shreya W,Scooter,Part-time,4.71,Y
DP12322,Kiran A,Cycle,Full-time,3.87,Y
DP02907,Shreya U,Cycle,Part-time,4.2,Y
DP07235,Amit Q,Car,Contract,3.87,Y
DP00749,Kiran V,Scooter,Part-time,4.23,Y
DP00217,Priya U,Scooter,Contract,4.27,Y
DP08852,Suresh C,Bike,Full-time,4.14,Y
DP02730,Ravi E,Bike,Part-time,3.71,Y
DP06557,Vikas I,Cycle,Full-time,3.77,N
DP09349,Manoj C,Scooter,Full-time,4.01,Y
DP13401,Ravi O,Scooter,Full-time,4.16,Y
DP13914,Kiran C,Scooter,Contract,4.64,Y
DP12079,Ravi T,Car,Full-time,4.08,Y
DP08598,Pooja D,Scooter,Full-time,3.99,Y
DP09716,Divya Z,Bike,Full-time,4.68,Y
DP14646,Pooja H,Bike,Full-time,3.96,Y
DP14989,Neha N,Car,Contract,4.35,Y
DP00071,Manoj Z,Scooter,Part-time,4.56,Y
DP07453,Sneha C,Scooter,Contract,3.63,Y
DP12170,Neha T,Car,Part-time,3.98,Y
DP06536,Kiran Q,Car,Full-time,4.5,Y
DP05359,Meena W,Scooter,Full-time,4.26,Y
DP10387,Vikas R,Scooter,Part-time,4.45,Y
DP05149,Ravi S,Scooter,Part-time,4.26,Y
DP07089,Ananya F,Scooter,Part-time,4.41,Y
DP08211,Sneha B,Scooter,Full-time,4.55,Y
DP14604,Kiran F,Bike,Contract,3.91,Y
DP09977,Vikas Q,Cycle,Part-time,4.28,Y
DP05629,Meena L,Cycle,Contract,3.95,Y
DP02472,Ravi N,Bike,Full-time,4.78,Y
DP07118,Vikas K,Scooter,Part-time,3.96,Y
DP02293,Amit L,Scooter,Contract,4.97,Y
DP14847,Shreya I,Scooter,Full-time,4.31,Y
DP05453,Rakesh M,Car,Part-time,4.13,Y
DP01182,Ananya Z,Cycle,Part-time,3.97,Y
DP02509,Meena U,Scooter,Full-time,4.22,N
DP06819,Santosh K,Cycle,Part-time,3.6,Y
DP00257,Rakesh N,Cycle,Full-time,4.05,Y
DP01273,Sneha J,Cycle,Part-time,3.9,N
DP05138,Santosh R,Bike,Part-time,4.34,Y
DP00714,Nikhil C,Scooter,Full-time,4.27,Y
DP06859,Manoj X,Scooter,Full-time,4.68,Y
DP01219,Arjun A,Scooter,Full-time,4.86,Y
DP12491,Divya Z,Cycle,Part-time,3.57,N
DP06576,Manoj F,Bike,Part-time,3.88,Y
DP01653,Priya E,Scooter,Full-time,4.21,Y
DP12800,Sneha A,Bike,Full-time,3.91,Y
DP12763,Divya F,Scooter,Part-time,4.68,Y
DP09778,Ravi O,Bike,Part-time,3.49,Y
DP06217,Neha X,Bike,Part-time,3.6,N
DP07789,Ravi G,Scooter,Part-time,4.47,N
DP06794,Rahul S,Car,Full-time,4.2,Y
DP12741,Priya N,Scooter,Contract,4.52,Y
DP13031,Neha P,Cycle,Full-time,4.24,Y
DP11819,Pooja D,Bike,Contract,4.09,Y
DP03597,Arjun C,Scooter,Full-time,3.87,Y
DP08034,Amit N,Bike,Part-time,4.07,Y
DP06957,Divya X,Bike,Full-time,4.34,Y
DP02127,Nikhil W,Scooter,Full-time,4.29,Y
DP00548,Ananya N,Cycle,Full-time,4.29,N
DP08126,Manoj Z,Bike,Full-time,4.31,Y
DP03868,Ananya I,Bike,Full-time,4.3,Y
DP04388,Nikhil E,Cycle,Full-time,4.06,Y
DP00496,Nikhil F,Cycle,Part-time,4.8,Y
DP07680,Amit E,Scooter,Contract,3.97,Y
DP14948,Ananya A,Bike,Full-time,4.42,Y
DP00618,Ravi P,Bike,Part-time,4.45,Y
DP13780,Ananya W,Scooter,Part-time,4.2,Y
DP08041,Ananya D,Car,Full-time,4.22,Y
DP01492,Arjun K,Cycle,Part-time,4.01,N
DP08395,Ananya J,Scooter,Contract,3.61,Y
DP09768,Rakesh X,Scooter,Full-time,4.76,Y
DP11000,Amit T,Bike,Full-time,4.38,Y
DP12894,Arjun U,Bike,Full-time,4.9,Y
DP00976,Ananya K,Scooter,Part-time,4.35,Y
DP11895,Rakesh V,Scooter,Part-time,3.81,Y
DP00767,Arjun B,Bike,Full-time,3.97,Y
DP02622,Amit H,Scooter,Full-time,4.01,Y
DP05143,Shreya B,Bike,Part-time,4.4,Y
DP10609,Kiran C,Bike,Part-time,4.26,Y
DP13069,Amit P,Bike,Part-time,4.09,Y
DP00639,Amit C,Bike,Contract,4.41,Y
DP05427,Suresh L,Scooter,Part-time,4.79,Y
DP06917,Nikhil E,Cycle,Part-time,4.91,Y
DP04842,Manoj L,Scooter,Full-time,4.77,Y
DP00996,Sneha J,Bike,Full-time,3.97,Y
DP14856,Rakesh J,Cycle,Contract,3.91,Y
DP06584,Rahul Z,Scooter,Full-time,4.19,Y
DP11469,Rahul K,Scooter,Full-time,4.09,Y
DP12469,Vikas N,Scooter,Contract,4.28,N
DP03488,Deepak S,Scooter,Full-time,3.79,Y
DP11403,Neha V,Scooter,Full-time,4.49,Y
DP08906,Nikhil B,Car,Contract,4.08,Y
DP08677,Amit T,Bike,Part-time,3.87,Y
DP08968,Vikas Y,Scooter,Part-time,4.23,Y
DP10750,Rakesh Y,Bike,Full-time,4.55,Y
DP11903,Manoj P,Bike,Part-time,4.2,Y
DP02607,Rahul S,Cycle,Full-time,4.07,N
DP14954,Amit N,Bike,Part-time,4.62,Y
DP03706,Amit F,Bike,Full-time,4.61,Y
DP03747,Amit M,Bike,Contract,4.38,Y
DP07791,Santosh K,Bike,Full-time,4.02,Y
DP11177,Divya P,Scooter,Full-time,3.69,Y
DP11274,Sneha J,Bike,Part-time,4.35,Y
DP05000,Suresh H,Cycle,Full-time,4.76,N
DP01354,Nikhil T,Bike,Contract,4.06,Y
DP12212,Deepak T,Car,Contract,4.03,N
DP05602,Vikas X,Scooter,Full-time,4.53,Y
DP01502,Rahul G,Bike,Full-time,4.16,Y
DP12499,Vikas W,Cycle,Full-time,4.27,Y
DP01794,Neha F,Scooter,Full-time,4.53,Y
DP00366,Manoj R,Scooter,Part-time,4.15,Y
DP13737,Ravi J,Scooter,Part-time,4.05,Y
DP04356,Rakesh T,Bike,Contract,4.18,N
DP14206,Pooja B,Bike,Contract,4.31,Y
DP11289,Shreya Y,Bike,Part-time,4.33,Y
DP12127,Deepak T,Bike,Full-time,4.77,Y
DP13690,Pooja W,Scooter,Full-time,4.17,Y
DP13984,Suresh E,Cycle,Part-time,3.95,Y
DP07946,Ravi T,Cycle,Full-time,4.09,Y
DP02706,Shreya E,Cycle,Contract,4.41,Y
DP05407,Santosh O,Cycle,Full-time,3.74,Y
DP08698,Santosh B,Bike,Part-time,4.23,Y
DP00904,Rakesh T,Scooter,Full-time,3.89,N
DP09573,Meena V,Scooter,Part-time,4.44,Y
DP09355,Arjun X,Scooter,Full-time,4.66,Y
DP02327,Rahul P,Scooter,Part-time,4.35,Y
DP12718,Divya I,Scooter,Contract,4.27,Y
DP08260,Nikhil F,Bike,Part-time,4.11,Y
DP06393,Santosh P,Scooter,Part-time,4.09,Y
DP14873,Sneha F,Scooter,Full-time,3.67,Y
DP10460,Arjun F,Bike,Full-time,4.16,Y
DP07251,Kiran U,Scooter,Full-time,3.71,Y
DP13431,Arjun A,Scooter,Part-time,4.55,Y
DP00447,Ravi Y,Car,Full-time,4.09,N
DP03252,Nikhil L,Scooter,Full-time,4.2,N
DP10873,Manoj D,Scooter,Full-time,3.86,Y
DP00040,Kiran J,Scooter,Part-time,4.28,Y
DP08658,Amit Y,Cycle,Full-time,3.7,Y
DP05893,Meena K,Bike,Full-time,3.98,Y
DP09343,Nikhil I,Scooter,Part-time,4.28,Y
DP08019,Ananya S,Bike,Contract,4.37,Y
DP07357,Neha Z,Scooter,Full-time,4.01,Y
DP02484,Priya Q,Bike,Contract,4.84,Y
DP13543,Meena Z,Scooter,Part-time,4.5,N
DP08308,Vikas T,Car,Contract,4.15,Y
DP10104,Neha Q,Bike,Part-time,3.26,Y
DP06775,Ravi Z,Cycle,Part-time,4.14,Y
DP05946,Kiran C,Bike,Part-time,4.49,Y
DP07081,Pooja U,Bike,Part-time,4.28,N
DP08888,Arjun T,Car,Full-time,4.56,Y
DP13937,Shreya S,Bike,Part-time,4.31,Y
DP13230,Kiran L,Bike,Full-time,4.26,Y
DP04295,Vikas G,Scooter,Full-time,4.01,Y
DP02662,Priya R,Scooter,Contract,3.83,N
DP11879,Kiran T,Scooter,Part-time,4.35,Y
DP02288,Suresh Y,Bike,Full-time,3.9,Y
DP03602,Santosh W,Cycle,Part-time,4.31,N
DP04543,Sneha J,Scooter,Part-time,4.02,Y
DP08782,Sneha O,Scooter,Full-time,3.5,Y
DP02960,Divya E,Bike,Contract,4.25,Y
DP00030,Amit V,Bike,Contract,3.98,Y
DP02328,Divya X,Bike,Full-time,3.96,Y
DP03163,Deepak X,Bike,Part-time,3.97,Y
DP07993,Ravi O,Scooter,Full-time,4.11,Y
DP14354,Vikas K,Scooter,Part-time,3.98,Y
DP04663,Ananya D,Bike,Full-time,3.8,Y
DP12531,Divya N,Scooter,Full-time,3.78,Y
DP09287,Sneha Z,Scooter,Full-time,4.32,Y
DP08470,Neha T,Bike,Part-time,4.47,Y
DP14226,Ravi R,Scooter,Full-time,3.91,Y
DP09897,Divya U,Scooter,Full-time,4.69,Y
DP11078,Deepak B,Scooter,Contract,4.68,N
DP13899,Deepak M,Cycle,Contract,4.09,Y
DP03940,Rakesh W,Scooter,Full-time,3.74,Y
DP04366,Nikhil K,Scooter,Full-time,4.09,Y
